X3_2046_B	X7_2472_B	X9_2492_B	X11_2653_B	X15_2677_B	X17_2691_B	X23_2817_B	X25_2852_B
ENSG00000251923	0	0	0	0	0	0	0	0
ENSG00000252002	0	0	0	0	1	1	0	0
ENSG00000252062	0	0	0	0	0	0	0	0
ENSG00000252087	1	0	0	0	0	0	0	0
ENSG00000252150	1	1	0	0	0	0	1	1
ENSG00000252157	0	0	0	0	0	0	0	0
ENSG00000252233	0	1	0	0	0	0	0	0
ENSG00000252307	0	1	0	0	0	0	0	0
ENSG00000252322	0	0	0	0	0	0	0	0
ENSG00000252451	0	0	0	0	0	0	0	0
ENSG00000252503	0	1	0	0	0	0	0	0
ENSG00000252616	0	0	0	0	0	0	0	0
ENSG00000252757	1	0	0	0	0	0	0	0
ENSG00000252955	0	0	0	0	0	0	0	0
ENSG00000253019	1	0	0	0	0	0	0	0
ENSG00000253170	0	0	0	0	0	0	0	0
ENSG00000253399	0	0	0	0	0	0	0	0
ENSG00000254044	0	0	0	0	0	0	0	0
ENSG00000254094	0	0	1	0	0	0	0	0
ENSG00000254233	0	0	0	0	0	2	0	0
ENSG00000254531	16	18	29	35	27	35	54	55
ENSG00000254535	67	60	47	13	33	21	25	21
ENSG00000255458	12	5	8	0	5	3	12	2
ENSG00000255723	0	0	0	0	0	0	0	0
ENSG00000256043	278	422	406	373	1121	849	1451	520
ENSG00000256143	8	3	1	2	2	4	16	10
ENSG00000256889	0	0	0	0	0	0	0	0
ENSG00000258013	0	0	0	0	0	0	0	0
ENSG00000259959	178	123	76	26	34	26	63	74
ENSG00000260091	0	1	1	0	0	0	0	0
ENSG00000260244	302	241	124	179	312	175	244	187
ENSG00000260262	1	1	0	0	0	0	1	1
ENSG00000260265	0	13	0	34	0	0	0	0
ENSG00000260278	5	4	4	2	8	1	1	1
ENSG00000260296	31	4	21	4	6	10	15	19
ENSG00000260303	0	0	0	0	0	0	1	0
ENSG00000260404	152	132	105	67	116	153	127	101
ENSG00000260519	1	0	0	0	0	0	0	0
ENSG00000260526	14	16	6	19	13	14	28	22
ENSG00000260641	0	3	2	12	2	19	1	27
ENSG00000260651	2	1	0	0	1	2	3	1
ENSG00000260878	2	0	0	2	6	0	5	0
ENSG00000260918	0	0	0	1	0	0	0	0
ENSG00000261083	0	3	0	0	0	0	0	0
ENSG00000261121	13	21	38	1	4	1	0	0
ENSG00000261166	0	0	0	0	0	1	0	0
ENSG00000261268	0	0	0	0	0	0	0	0
ENSG00000261490	64	68	62	1	54	48	41	11
ENSG00000261496	7	0	0	1	2	0	0	1
ENSG00000261501	1	0	0	0	0	1	0	0
ENSG00000261643	19	5	10	7	13	14	15	9
ENSG00000261646	0	0	0	0	0	0	0	0
ENSG00000261668	2	1	2	0	2	0	0	0
ENSG00000261672	0	0	0	1	0	0	0	0
ENSG00000261761	0	0	0	0	85	0	0	0
ENSG00000263327	106	33	41	10	134	106	168	26
ENSG00000263386	0	0	0	0	0	0	0	0
ENSG00000263596	0	0	0	0	0	0	0	0
ENSG00000263738	0	0	0	0	0	0	3	0
ENSG00000263923	0	0	0	0	0	0	0	0
ENSG00000263940	0	0	0	0	0	0	0	0
ENSG00000264585	0	0	0	0	0	0	0	0
ENSG00000265011	0	0	0	0	0	0	0	0
ENSG00000265550	0	0	0	0	0	0	0	0
ENSG00000265619	0	0	0	0	0	0	0	0
ENSG00000265627	0	0	0	0	0	0	0	0
ENSG00000265901	0	0	0	0	0	0	1	0
ENSG00000268171	1	1	1	1	4	0	1	0
ENSG00000268471	66	164	72	24	81	33	74	70
ENSG00000268736	0	0	0	0	0	0	0	0
ENSG00000268788	4	3	1	1	2	1	0	3
ENSG00000268791	1	1	0	0	1	2	3	0
ENSG00000269302	0	2	0	1	3	0	3	0
ENSG00000269559	1	1	0	1	1	0	4	1
ENSG00000269893	746	1053	468	870	503	203	702	612
ENSG00000269908	0	2	2	1	0	0	0	0
ENSG00000269921	8	7	2	1	7	3	5	3
ENSG00000269949	3	9	1	1	6	1	4	5
ENSG00000270090	0	3	0	0	0	2	0	0
ENSG00000270109	11	10	3	5	4	3	7	10
ENSG00000270147	6	1	1	2	4	2	5	3
ENSG00000270195	16	30	17	2	12	8	12	14
ENSG00000270228	0	0	0	1	0	1	1	2
ENSG00000270244	0	0	0	0	0	0	0	1
ENSG00000270265	1	2	3	1	2	0	3	5
ENSG00000270302	0	0	0	0	0	0	0	0
ENSG00000270426	8	5	14	1	6	6	11	3
ENSG00000270480	0	0	0	0	0	0	0	1
ENSG00000270665	0	1	0	0	1	0	0	0
ENSG00000270681	3	2	3	12	6	9	14	9
ENSG00000270720	4	4	1	2	6	0	2	2
ENSG00000270750	4	0	3	0	0	0	0	0
ENSG00000270751	0	0	0	0	1	0	1	0
ENSG00000270883	1	2	0	0	0	0	0	0
ENSG00000271057	0	0	0	0	0	0	0	0
ENSG00000271172	0	0	0	0	0	0	0	0
ENSG00000271271	0	0	0	0	0	0	0	0
ENSG00000271278	1	0	0	0	0	0	1	0
ENSG00000271302	0	0	0	0	0	0	0	0
ENSG00000271307	0	0	0	0	0	0	0	0
ENSG00000271359	24	35	10	15	28	13	21	7
ENSG00000271474	3	5	21	28	6	16	41	11
ENSG00000271538	0	2	3	2	1	2	1	5
ENSG00000271646	45	49	63	26	70	32	99	59
ENSG00000271676	0	0	0	0	0	0	1	0
ENSG00000271817	1	2	3	0	1	0	0	1
ENSG00000271958	0	1	0	0	0	0	0	0
ENSG00000272082	0	0	0	0	0	0	0	0
ENSG00000272218	0	0	0	1	0	0	0	0
ENSG00000272304	0	0	0	0	0	0	0	0
ENSG00000272414	0	0	0	0	0	0	0	1
ENSG00000272566	1	0	0	1	1	0	0	0
ENSG00000272567	1	1	2	4	2	0	3	4
ENSG00000272576	4	0	2	0	3	2	0	0
ENSG00000272588	3	0	8	1	3	3	10	1
ENSG00000272620	181	1215	324	9	6	8	7	7
ENSG00000272626	1	2	0	0	0	0	0	0
ENSG00000272632	2	0	0	0	0	1	0	1
ENSG00000272646	4	1	3	0	2	0	2	3
ENSG00000272650	3	0	2	0	3	1	0	0
ENSG00000272677	11	10	9	0	7	4	12	4
ENSG00000272717	6	3	1	3	1	1	10	4
ENSG00000272727	0	0	0	0	0	0	0	1
ENSG00000272744	3	6	3	1	5	3	11	3
ENSG00000272777	16	6	6	0	7	6	9	9
ENSG00000272783	3	3	3	2	10	4	4	0
ENSG00000272784	1	0	0	1	1	0	0	0
ENSG00000272795	1	2	0	0	0	0	1	1
ENSG00000272856	0	0	0	0	0	0	0	0
ENSG00000272859	0	1	1	0	1	2	1	1
ENSG00000272862	2	0	3	0	0	0	1	0
ENSG00000272870	36	70	33	23	9	14	24	22
ENSG00000272885	14	2	0	2	0	3	7	3
ENSG00000272927	3	2	11	16	13	10	29	16
ENSG00000272936	4	2	3	4	5	3	13	9
ENSG00000272969	1	0	1	0	0	0	1	1
ENSG00000272986	4	7	2	1	1	8	5	10
ENSG00000272995	0	0	1	1	0	1	0	1
ENSG00000273007	5	1	4	5	4	7	5	5
ENSG00000273077	0	0	0	1	0	0	0	0
ENSG00000273097	1	1	2	0	4	2	4	7
ENSG00000273133	2	2	4	0	1	4	3	0
ENSG00000273156	10	3	2	5	2	11	6	28
ENSG00000273179	2	1	1	1	0	0	1	0
ENSG00000273180	0	0	0	0	0	0	1	0
ENSG00000273247	182	160	135	65	105	86	196	87
ENSG00000273257	1	4	1	2	0	1	1	2
ENSG00000273267	0	0	1	2	0	1	0	1
ENSG00000273369	3	0	1	3	2	0	2	2
ENSG00000273389	1	0	0	0	2	2	0	1
ENSG00000273396	0	0	0	0	0	0	0	1
ENSG00000273447	1	2	3	6	6	2	8	12
ENSG00000273449	20	33	7	4	3	8	16	8
ENSG00000273472	20	11	13	8	25	14	19	18
ENSG00000006837	10	5	3	5	4	2	8	18
ENSG00000011083	0	5	3	0	4	50	2	1
ENSG00000013561	505	772	401	686	727	604	1905	2588
ENSG00000015479	3188	5094	2626	2907	4930	2858	9064	4786
ENSG00000016082	0	0	2	0	0	1	0	4
ENSG00000019582	23068	31203	40911	14132	43186	122011	66800	19221
ENSG00000022355	0	0	0	0	1	0	3	1
ENSG00000027847	257	332	319	333	377	354	549	608
ENSG00000028310	523	920	622	327	468	486	859	800
ENSG00000031003	396	613	374	519	777	704	1559	853
ENSG00000035499	152	215	59	8	47	19	109	88
ENSG00000037241	143	374	105	120	170	126	317	327
ENSG00000037280	241	159	154	149	522	130	416	390
ENSG00000037474	987	2825	1148	598	1168	794	1753	1882
ENSG00000037749	432	389	375	525	994	515	1595	1019
ENSG00000038274	547	990	740	552	943	796	1632	1240
ENSG00000038382	989	1916	1134	1086	1982	1799	4007	2820
ENSG00000038427	1365	3057	3597	1724	10668	8452	15424	7573
ENSG00000039123	691	1080	555	636	881	636	1493	1175
ENSG00000039139	6	50	35	104	163	46	333	181
ENSG00000039319	396	489	438	416	751	799	1421	877
ENSG00000039537	0	0	0	35	31	0	5	8
ENSG00000039560	1712	1247	855	891	1140	914	1197	1030
ENSG00000039600	4	1	6	1	0	0	3	0
ENSG00000040275	252	670	147	66	178	104	292	272
ENSG00000040731	0	0	0	0	5	0	0	1
ENSG00000043143	282	315	559	961	1303	1076	2513	1756
ENSG00000043462	681	498	928	281	974	1781	1461	401
ENSG00000044115	3223	5596	2132	4215	5036	3673	10238	9067
ENSG00000047188	524	581	398	424	750	536	1434	1211
ENSG00000048140	549	1083	1058	437	805	577	1530	840
ENSG00000048162	338	1205	288	126	225	145	273	348
ENSG00000049167	64	129	86	64	105	73	178	146
ENSG00000049192	36	90	118	41	113	58	103	102
ENSG00000049656	1442	2597	2203	985	1363	1354	3059	2324
ENSG00000049860	910	1549	961	1422	1915	4006	2547	2000
ENSG00000049883	63	85	63	59	94	79	181	177
ENSG00000050748	435	711	586	833	741	572	2237	1450
ENSG00000050767	40	18	104	24	43	22	16	20
ENSG00000051596	42	157	59	33	94	40	100	164
ENSG00000053108	4	0	13	23	32	40	103	324
ENSG00000055147	199	210	222	288	348	259	710	476
ENSG00000055163	212	281	585	407	493	413	1301	838
ENSG00000056097	1270	1654	1294	1040	1459	950	2690	1552
ENSG00000058729	242	364	199	261	371	240	568	483
ENSG00000061455	7	29	24	56	67	80	64	58
ENSG00000061492	0	0	0	0	0	0	0	1
ENSG00000062194	1247	1351	992	971	1459	1041	2882	2163
ENSG00000063438	60	40	52	19	20	15	108	22
ENSG00000064651	350	476	819	2059	1277	445	14129	1143
ENSG00000064652	116	166	165	152	118	348	363	547
ENSG00000064692	42	64	26	44	147	80	30	39
ENSG00000066230	6	12	1	0	0	0	1	1
ENSG00000066583	229	549	259	262	270	982	767	2247
ENSG00000067113	129	273	411	587	894	340	652	689
ENSG00000067248	525	652	442	843	874	608	1401	1050
ENSG00000068796	307	408	373	254	491	283	932	616
ENSG00000069011	375	1152	389	1424	882	62	4	26
ENSG00000069018	0	0	0	0	0	0	0	0
ENSG00000069020	268	299	1581	912	1345	1216	9633	2970
ENSG00000070193	0	0	93	136	242	16	42	56
ENSG00000070614	1885	2109	1062	2565	4240	1865	6733	3330
ENSG00000070808	3	9	42	2	9	28	6	8
ENSG00000070814	1515	3660	759	409	1018	673	1410	1181
ENSG00000071539	356	1173	160	42	99	78	292	489
ENSG00000072364	1284	1813	1184	1834	2129	1296	5354	3228
ENSG00000072571	362	847	135	23	73	74	301	219
ENSG00000072682	154	781	390	332	589	539	835	833
ENSG00000072786	507	740	555	344	1178	1326	1589	780
ENSG00000072803	441	992	438	641	811	577	1738	1129
ENSG00000073578	575	1687	781	1018	985	997	2243	1516
ENSG00000074276	0	1	2	0	4	1	2	2
ENSG00000074317	1	1	2	1	4	0	2	0
ENSG00000078295	44	41	151	254	152	42	20	32
ENSG00000078795	0	1	1	0	2	6	1	1
ENSG00000079215	231	479	267	86	288	2465	675	243
ENSG00000080709	11	10	23	8	24	7	25	20
ENSG00000081059	90	104	141	190	615	300	498	640
ENSG00000081189	398	403	597	401	1019	569	1285	512
ENSG00000081791	453	827	444	620	786	729	1572	985
ENSG00000081818	23	119	17	114	107	28	49	52
ENSG00000081842	1	1	0	0	41	17	1	7
ENSG00000081853	3	20	4	24	160	20	21	15
ENSG00000082068	272	472	258	209	410	277	600	459
ENSG00000082074	795	611	1354	294	1357	2911	2620	476
ENSG00000082196	18	79	94	61	210	100	615	199
ENSG00000082213	285	592	234	369	363	281	794	588
ENSG00000082515	203	584	194	261	296	223	578	461
ENSG00000082516	401	633	202	248	447	281	832	538
ENSG00000083312	1492	1601	1430	1055	1986	1483	3515	1781
ENSG00000083720	333	549	353	195	215	214	1059	1033
ENSG00000085231	523	1024	436	720	845	582	1083	1272
ENSG00000085365	524	751	284	602	935	519	2444	1411
ENSG00000086189	340	512	263	245	347	151	496	330
ENSG00000086200	216	341	175	292	444	213	963	519
ENSG00000086570	194	542	20	74	217	99	15	37
ENSG00000086589	544	962	489	595	848	658	1462	1199
ENSG00000087116	304	804	1102	707	1344	1665	2314	1092
ENSG00000087206	230	428	353	153	285	226	454	321
ENSG00000091009	445	731	440	510	862	476	1449	982
ENSG00000091010	0	1	0	1	1	0	1	2
ENSG00000092421	1151	728	248	471	398	118	179	224
ENSG00000094755	2695	21227	7081	198	638	96	28	180
ENSG00000094880	368	839	247	293	431	428	1092	725
ENSG00000095015	784	681	506	1111	1156	833	2850	1747
ENSG00000112851	848	1134	908	1249	1802	1406	3719	2212
ENSG00000112852	275	171	186	8	141	49	22	24
ENSG00000112855	351	723	300	237	409	313	870	740
ENSG00000112874	109	236	17	229	243	119	710	648
ENSG00000112877	72	154	84	32	38	66	99	199
ENSG00000112893	703	975	747	1011	1201	886	1808	916
ENSG00000112902	110	157	236	450	1335	555	1110	648
ENSG00000112936	2	4	5	948	1188	66	44	196
ENSG00000112941	749	1379	975	318	535	349	926	643
ENSG00000112964	45	41	66	99	209	52	984	871
ENSG00000112972	578	2030	634	996	763	421	1952	1821
ENSG00000112977	1007	2565	2469	2432	1955	2069	4930	3311
ENSG00000112981	12	0	13	86	92	21	176	88
ENSG00000112983	806	1080	583	413	813	714	1645	1246
ENSG00000112984	513	1399	254	27	199	251	441	367
ENSG00000112992	632	590	495	474	875	502	2379	915
ENSG00000112996	409	770	411	1004	1774	301	9745	14669
ENSG00000113013	3291	7310	2227	2835	3293	2932	6776	7491
ENSG00000113048	406	852	360	676	773	466	1453	1496
ENSG00000113068	401	752	345	594	552	629	1067	1137
ENSG00000113070	132	52	129	58	81	142	60	55
ENSG00000113073	0	0	0	0	0	1	1	1
ENSG00000113083	188	883	579	531	1078	1190	1535	667
ENSG00000113088	52	16	84	66	279	226	490	78
ENSG00000113108	216	262	262	68	269	207	411	428
ENSG00000113119	158	219	78	54	129	131	174	215
ENSG00000113140	10392	15767	14852	25494	37096	32754	84625	41141
ENSG00000113141	807	1562	789	976	1495	1235	2415	2231
ENSG00000113161	330	1098	285	488	538	322	1649	1794
ENSG00000113163	278	341	342	553	641	849	1215	807
ENSG00000113194	729	1145	931	897	1079	735	2149	1712
ENSG00000113196	0	0	4	0	0	5	0	0
ENSG00000113205	28	2	7	20	33	20	17	26
ENSG00000113209	3	24	17	10	471	27	34	21
ENSG00000113211	8	15	3	79	35	16	14	31
ENSG00000113212	8	26	10	54	95	22	34	42
ENSG00000113231	91	23	31	244	109	36	37	73
ENSG00000113240	360	438	646	93	333	309	486	136
ENSG00000113248	14	56	37	11	63	27	29	34
ENSG00000113249	3	2	6	0	2	4	1	4
ENSG00000113262	1	1	1	1	1	0	0	0
ENSG00000113263	127	77	191	39	226	193	240	71
ENSG00000113269	1395	1826	1814	1381	1653	3552	2278	1685
ENSG00000113272	99	177	93	120	166	139	317	208
ENSG00000113273	238	303	654	154	392	710	689	291
ENSG00000113282	825	1657	1109	923	1247	917	1953	1484
ENSG00000113296	10	15	17	1473	372	1548	784	267
ENSG00000113300	739	1183	710	654	821	499	2095	1175
ENSG00000113302	2	3	5	0	1	2	11	2
ENSG00000113303	2	0	3	0	0	3	1	2
ENSG00000113312	346	797	380	604	578	612	906	1016
ENSG00000113318	194	205	167	262	390	243	568	517
ENSG00000113319	87	94	208	232	285	464	436	204
ENSG00000113327	0	0	1	0	1	0	0	0
ENSG00000113328	777	1521	473	1090	1017	739	2239	1500
ENSG00000113356	43	598	59	6	35	30	40	22
ENSG00000113360	911	988	993	459	855	536	1475	1280
ENSG00000113361	95	82	71	67	388	92	222	234
ENSG00000113368	845	1813	569	120	505	391	1649	921
ENSG00000113369	833	1386	1956	344	1171	684	1074	1096
ENSG00000113384	1305	2459	2014	2075	2032	1255	3169	2711
ENSG00000113387	1712	4129	2019	1570	2979	992	5002	2834
ENSG00000113389	41	58	17	32	75	34	11	33
ENSG00000113391	238	234	149	396	509	270	761	565
ENSG00000113396	2	192	16	1	15	33	1	21
ENSG00000113407	1068	2598	1786	878	1002	890	1509	1605
ENSG00000113430	163	262	189	22	23	16	1	32
ENSG00000113441	354	403	504	300	1359	815	2173	964
ENSG00000113448	63	77	231	97	177	127	201	69
ENSG00000113456	365	745	343	297	369	265	722	804
ENSG00000113460	525	1247	439	298	355	246	604	683
ENSG00000113492	0	0	0	0	1	0	4	2
ENSG00000113494	444	785	390	2318	2400	757	5701	6003
ENSG00000113504	959	1283	3093	717	1444	1043	3131	1925
ENSG00000113520	0	0	0	0	0	0	0	0
ENSG00000113522	1085	1432	593	960	1374	712	2919	2483
ENSG00000113525	0	0	0	0	0	0	0	0
ENSG00000113532	257	222	560	124	384	586	746	187
ENSG00000113552	542	1160	272	440	620	938	1164	667
ENSG00000113555	322	204	206	123	647	237	692	443
ENSG00000113558	1491	3054	1027	2317	2282	1751	4958	5756
ENSG00000113569	708	2006	617	463	700	413	1522	982
ENSG00000113575	902	2228	936	1365	1680	1317	3375	2598
ENSG00000113578	29	64	46	87	198	192	266	175
ENSG00000113580	339	433	551	590	1108	1130	1009	1216
ENSG00000113583	484	839	698	590	1074	697	2172	1570
ENSG00000113593	346	510	362	184	366	316	633	364
ENSG00000113594	287	205	602	444	1040	115	505	423
ENSG00000113595	103	114	100	148	196	185	377	310
ENSG00000113597	191	302	202	223	324	280	680	404
ENSG00000113600	0	0	0	0	1	0	0	0
ENSG00000113615	523	786	848	639	558	451	1021	741
ENSG00000113621	679	818	900	756	909	700	1495	1570
ENSG00000113638	50	137	80	54	127	66	166	67
ENSG00000113643	650	1415	624	690	952	641	1493	1470
ENSG00000113645	364	887	302	536	688	535	666	2073
ENSG00000113648	2899	6179	2041	1931	3398	4751	6154	6587
ENSG00000113649	1412	2161	985	345	931	689	1272	1170
ENSG00000113657	911	807	1297	1823	2997	4092	3795	1985
ENSG00000113658	492	1341	579	695	989	548	2117	1368
ENSG00000113712	565	1028	839	1527	1684	1013	3658	2562
ENSG00000113716	631	867	438	664	889	825	1487	1357
ENSG00000113719	1076	2043	1232	3514	3404	2676	9527	7035
ENSG00000113721	1057	1246	1868	1745	5039	3029	4950	4571
ENSG00000113722	1	3	7	5	11	6	1	5
ENSG00000113732	1208	2843	1077	1250	1484	1983	2702	2599
ENSG00000113734	52	150	43	95	116	111	247	159
ENSG00000113739	494	907	604	4908	4901	2190	24139	32270
ENSG00000113742	598	561	886	410	622	690	917	2411
ENSG00000113749	24	18	28	31	54	20	57	18
ENSG00000113758	1510	3154	817	857	1434	679	2756	2035
ENSG00000113761	147	128	160	163	213	159	336	282
ENSG00000113763	9	16	147	76	351	8	34	39
ENSG00000118322	5	21	26	2	8	4	2	6
ENSG00000118985	895	1036	1623	913	609	1688	465	636
ENSG00000118990	0	0	0	0	0	0	0	0
ENSG00000119048	472	998	432	519	701	631	1315	1654
ENSG00000120129	1481	896	1880	2397	3181	4310	382	735
ENSG00000120137	752	1660	525	1351	1395	1044	3623	2982
ENSG00000120149	6	17	5	429	118	100	122	330
ENSG00000120306	137	489	161	512	402	446	691	765
ENSG00000120314	479	1189	427	480	622	610	1055	1014
ENSG00000120318	146	384	189	142	523	207	353	282
ENSG00000120322	6	61	10	11	78	18	6	7
ENSG00000120324	59	89	51	27	100	28	45	49
ENSG00000120327	34	86	137	29	277	73	73	59
ENSG00000120328	8	18	8	18	64	21	32	25
ENSG00000120329	0	5	0	0	1	2	0	0
ENSG00000120705	1329	2647	1229	1448	1510	1361	2767	2507
ENSG00000120708	1755	2611	3192	597	2487	4760	5275	1390
ENSG00000120709	706	1034	485	436	597	704	1141	794
ENSG00000120725	389	799	446	476	646	470	1293	739
ENSG00000120727	755	1416	647	706	1146	957	1770	2365
ENSG00000120729	1	0	0	0	0	0	0	0
ENSG00000120733	1072	1848	877	1122	1583	1460	3347	2477
ENSG00000120738	2116	1381	2221	7640	10095	3179	453	731
ENSG00000122008	186	311	243	183	402	372	1015	376
ENSG00000122012	0	5	0	1	6	3	0	4
ENSG00000122203	1044	1594	1225	1452	1354	1146	2747	2643
ENSG00000123213	646	1577	334	277	534	412	696	882
ENSG00000123219	164	161	59	12	55	55	188	114
ENSG00000123643	342	374	222	100	312	678	344	349
ENSG00000124275	315	1370	529	382	1549	377	578	764
ENSG00000124279	90	364	117	98	213	96	223	234
ENSG00000125347	1563	2285	3240	450	968	1277	2149	614
ENSG00000127022	5600	11597	11569	6903	9092	8232	14675	27363
ENSG00000127184	1081	2168	1039	1758	1600	1272	2486	2591
ENSG00000127743	0	1	0	24	9	1	2	3
ENSG00000129595	67	167	140	586	175	130	195	571
ENSG00000129596	4	1	227	71	51	19	24	13
ENSG00000129625	946	1892	1260	2134	2058	2277	4847	9514
ENSG00000130449	288	302	259	169	369	361	663	548
ENSG00000131183	0	4	0	0	0	0	0	1
ENSG00000131187	50	279	91	178	33	61	281	48
ENSG00000131188	100	450	62	165	94	52	234	158
ENSG00000131435	41	54	129	592	439	258	380	442
ENSG00000131437	256	358	246	322	508	234	736	740
ENSG00000131446	1617	1845	2558	1468	2126	4162	3491	2231
ENSG00000131459	311	221	943	186	314	533	312	140
ENSG00000131495	370	749	330	638	475	494	1229	1779
ENSG00000131503	41	87	40	7	33	31	33	52
ENSG00000131504	1084	2672	1175	1458	1858	1488	3126	1757
ENSG00000131507	821	2332	1038	2183	2193	1842	3560	4389
ENSG00000131508	942	2258	955	1226	1281	1037	2630	2534
ENSG00000131711	490	1354	433	681	2055	601	1151	1740
ENSG00000131730	0	2	2	6	13	5	8	6
ENSG00000131732	161	366	223	153	280	213	379	336
ENSG00000131844	1104	1416	490	1251	2688	1002	4075	4572
ENSG00000132356	417	1200	649	677	702	584	1047	717
ENSG00000132357	67	276	167	89	247	309	226	116
ENSG00000132563	8	20	27	21	93	24	133	299
ENSG00000132570	120	232	84	211	162	112	288	327
ENSG00000132837	8	5	20	30	19	20	11	18
ENSG00000132840	11	19	28	54	58	32	34	34
ENSG00000132842	624	856	491	726	1031	846	1802	1757
ENSG00000132846	303	507	102	519	436	406	405	337
ENSG00000132911	1	0	0	0	1	0	0	0
ENSG00000132912	683	1147	556	1270	1127	934	3421	2705
ENSG00000132915	0	6	2	4	1	0	3	2
ENSG00000133302	137	173	95	75	170	132	441	286
ENSG00000133398	239	531	380	232	262	267	400	451
ENSG00000133401	194	448	158	402	558	224	121	167
ENSG00000133706	1940	4176	1415	988	1795	1146	3030	2544
ENSG00000133710	8	9	14	17	8	2	1	12
ENSG00000133835	949	1222	822	1340	1673	1618	2475	1983
ENSG00000134056	103	233	121	267	234	194	556	531
ENSG00000134057	900	1641	274	125	390	248	838	997
ENSG00000134058	270	585	168	439	353	226	474	693
ENSG00000134061	271	183	397	45	171	578	248	42
ENSG00000134352	1471	1339	2122	10063	14790	2738	25850	15496
ENSG00000134363	19	87	80	299	128	117	256	329
ENSG00000134480	123	240	180	247	320	277	567	491
ENSG00000134516	460	305	648	185	662	1868	1093	269
ENSG00000134970	454	785	622	990	1363	776	2182	2069
ENSG00000134982	427	353	290	392	718	528	1309	862
ENSG00000134986	626	1060	551	1027	1223	1105	1613	1422
ENSG00000134987	437	702	369	311	588	364	907	532
ENSG00000135074	646	611	1049	117	556	473	649	343
ENSG00000135077	274	238	373	112	390	1496	912	219
ENSG00000135083	33	90	56	18	50	34	42	28
ENSG00000138829	54	22	38	28	39	268	80	119
ENSG00000142319	3	1	0	2	4	1	0	0
ENSG00000145491	2	2	0	7	33	2	7	14
ENSG00000145494	320	1237	516	609	609	577	1033	1124
ENSG00000145495	1847	4942	2709	1245	2519	1725	5007	3401
ENSG00000145506	17	23	183	117	421	362	64	189
ENSG00000145526	0	0	1	0	0	1	6	1
ENSG00000145536	47	28	11	39	24	71	632	174
ENSG00000145545	368	1050	436	99	101	95	212	121
ENSG00000145555	562	2922	861	670	973	699	816	922
ENSG00000145569	103	139	212	321	249	384	1208	202
ENSG00000145592	7504	17622	8678	8741	5540	4873	7435	9628
ENSG00000145604	648	1125	343	127	230	142	456	253
ENSG00000145623	924	1226	4942	950	1717	967	888	835
ENSG00000145626	0	0	0	0	0	1	1	0
ENSG00000145632	1515	826	414	1948	1180	529	2643	649
ENSG00000145649	105	118	450	40	152	247	362	54
ENSG00000145675	313	1041	868	2487	2297	1628	6243	2801
ENSG00000145681	0	13	79	7	24	10	179	14
ENSG00000145685	798	1293	762	470	1197	2542	1839	1181
ENSG00000145687	180	211	176	1035	465	189	1700	938
ENSG00000145692	0	1	2	2	1	0	0	1
ENSG00000145700	14	3	8	7	25	5	3	9
ENSG00000145703	272	204	233	2557	1088	1329	963	1465
ENSG00000145708	9	2	2	11	17	41	2	9
ENSG00000145715	420	681	344	509	1157	571	2858	896
ENSG00000145721	8	0	3	0	11	4	0	1
ENSG00000145723	62	94	60	92	94	56	236	159
ENSG00000145725	523	709	454	501	744	525	1594	883
ENSG00000145730	514	3948	1796	1715	2323	2322	1676	989
ENSG00000145734	397	693	472	302	839	495	1375	1038
ENSG00000145736	23	92	34	17	79	42	69	39
ENSG00000145740	577	877	723	879	926	586	1869	1266
ENSG00000145741	2811	4898	2201	6568	4811	3209	10244	12980
ENSG00000145743	125	171	149	395	410	266	916	667
ENSG00000145757	2	3	10	6	7	7	5	6
ENSG00000145777	0	2	1	3	5	5	0	7
ENSG00000145779	297	293	427	120	360	356	471	154
ENSG00000145780	297	521	296	451	542	465	1025	708
ENSG00000145781	138	177	96	211	262	252	564	302
ENSG00000145782	440	756	530	469	656	660	982	921
ENSG00000145794	37	249	21	8	72	18	30	16
ENSG00000145808	4	1	1	26	43	253	0	90
ENSG00000145817	385	741	615	716	743	639	1121	1104
ENSG00000145819	504	630	553	497	451	364	517	184
ENSG00000145824	50	22	3579	3312	3402	507	8109	534
ENSG00000145826	0	0	0	0	0	0	0	0
ENSG00000145832	0	0	32	18	7	2	17	1
ENSG00000145833	1024	2106	957	864	1316	1098	2103	1811
ENSG00000145850	4	4	9	1	16	2	17	0
ENSG00000145860	717	999	3070	333	842	881	683	385
ENSG00000145861	3	11	7	29	35	16	30	28
ENSG00000145863	0	1	0	0	0	0	0	0
ENSG00000145864	8	20	0	6	44	39	94	13
ENSG00000145868	365	396	328	368	577	414	1169	984
ENSG00000145879	0	0	0	0	1	0	0	0
ENSG00000145882	114	317	139	93	195	149	446	382
ENSG00000145888	0	0	0	0	0	0	0	0
ENSG00000145901	1290	1595	1704	1406	1702	1703	3593	2553
ENSG00000145907	2240	4652	816	1399	2282	2053	4615	2524
ENSG00000145908	247	517	190	55	141	51	57	107
ENSG00000145911	147	273	133	228	349	332	977	477
ENSG00000145912	819	2436	642	748	757	537	1290	759
ENSG00000145916	325	431	375	504	638	519	1305	459
ENSG00000145919	526	1018	329	510	703	422	1340	1503
ENSG00000145920	0	0	0	0	0	1	0	3
ENSG00000145934	14	8	22	28	89	80	15	24
ENSG00000145936	61	59	108	82	117	169	161	73
ENSG00000146001	3	30	3	11	22	6	3	5
